,post_id,topic_id
484,284994,46
485,284994,352
486,284993,268
487,284849,21
488,284849,160
489,284849,353
490,284988,2
491,284988,247
492,284988,352
493,284987,8
494,284987,46
495,284987,104
496,284987,469
497,284986,46
498,284986,108
499,284986,164
500,284986,237
501,284984,204
502,284984,232
503,284984,352
504,284785,204
505,284785,267
506,284785,268
507,284785,352
508,284785,354
509,284884,3
510,284884,57
511,284884,68
512,284884,125
513,284884,261
514,284884,471
515,284978,101
516,284978,342
517,284978,101
518,284978,342
519,284976,2
520,284976,93
521,284422,267
522,284422,272
523,284875,21
524,284875,46
525,284875,267
526,284875,470
527,284975,277
528,284975,278
529,284974,164
530,284974,206
531,284974,237
532,284972,44
533,284972,122
534,284972,237
535,284972,247
536,284972,352
537,284688,46
538,284688,93
539,284688,237
540,284065,43
541,284065,217
542,284065,435
543,284065,469
544,284842,44
545,284842,46
546,284842,74
547,284971,8
548,284971,34
549,284971,278
550,284971,349
551,284971,352
552,284970,46
553,284970,93
554,284970,352
555,284573,22
556,284573,46
557,284573,48
558,284573,237
559,284395,41
560,284395,119
561,284395,352
562,284395,468
563,284965,8
564,284965,46
565,284965,108
566,284965,362
567,284965,374
568,284891,89
569,284891,267
570,284891,364
571,228213,21
572,228213,46
573,228213,48
574,228213,60
575,228213,104
576,228213,164
577,228213,276
578,228213,352
579,284967,46
580,284967,352
581,284966,2
582,284966,46
583,284966,93
584,284966,164
585,284966,352
586,284864,251
587,284864,352
588,284843,164
589,284843,361
590,284868,8
591,284868,46
592,284868,267
593,284868,352
594,284960,21
595,284960,44
596,284959,8
597,284959,45
598,284959,60
599,284959,351
600,284958,8
601,284958,44
602,284958,46
603,284958,48
604,284958,90
605,284958,104
606,284958,205
607,284958,267
608,284958,362
609,284958,371
610,284958,468
611,284955,267
612,284955,272
613,284946,19
614,284946,44
615,284946,46
616,284946,267
617,284956,8
618,284956,46
619,284956,94
620,284956,203
621,284956,212
622,284956,362
623,284919,8
624,284919,46
625,284890,21
626,284890,46
627,284890,68
628,284890,237
629,284890,352
630,284934,111
631,284934,213
632,284934,267
633,284953,8
634,284953,9
635,284953,68
636,284953,247
637,284953,279
638,284953,352
639,284953,362
640,284937,13
641,284937,18
642,284937,19
643,284937,39
644,284937,46
645,284937,352
646,284925,93
647,284925,267
648,284925,352
649,284954,2
650,284954,8
651,284954,111
652,284813,94
653,284813,203
654,284813,212
655,284895,8
656,284895,9
657,284895,19
658,284895,46
659,284895,468
660,284932,2
661,284932,8
662,284932,43
663,284932,93
664,284932,135
665,284932,164
666,284932,256
667,284760,46
668,284760,88
669,284760,94
670,284760,237
671,284760,268
672,284775,46
673,284775,470
674,284924,46
675,284924,267
676,284924,268
677,284829,85
678,284829,108
679,284829,203
680,284829,352
681,284230,247
682,284916,21
683,284916,46
684,284916,94
685,284916,237
686,284916,374
687,284874,21
688,284874,43
689,284874,46
690,284874,237
691,284874,372
692,284927,2
693,284927,46
694,284926,361
695,284672,43
696,284672,46
697,284836,21
698,284836,44
699,284836,267
700,284827,39
701,284827,45
702,284827,164
703,284920,164
704,284920,178
705,284920,206
706,284920,354
707,284920,402
708,284918,8
709,284918,21
710,283994,111
711,283994,207
712,283994,253
713,284704,46
714,284704,48
715,284704,96
716,284704,123
717,284704,252
718,284704,256
719,284504,237
720,284504,267
721,284504,352
722,284413,2
723,284413,8
724,284413,82
725,284413,94
726,284413,374
727,284847,57
728,284847,65
729,284847,88
730,284847,268
731,284820,21
732,284330,88
733,284330,89
734,284330,237
735,284330,247
736,284330,267
737,284330,272
738,284742,46
739,284742,48
740,284742,267
741,284742,342
742,284914,44
743,284914,46
744,284914,164
745,284914,267
746,284914,352
747,284910,46
748,284910,164
749,284881,93
750,284877,2
751,284865,352
752,284793,39
753,284793,44
754,284793,46
755,284793,85
756,284793,128
757,284793,164
758,284793,375
759,284862,2
760,284862,8
761,284862,34
762,284862,267
763,284860,34
764,284859,2
765,284859,8
766,284859,76
767,284857,64
768,284857,164
769,284855,212
770,284855,352
771,284848,352
772,284846,2
773,284846,43
774,284655,46
775,284655,93
776,284655,122
777,284655,164
778,284655,268
779,284845,46
780,284845,68
781,284845,252
782,284845,468
783,284845,471
784,284841,267
785,284837,8
786,284837,113
787,284837,114
788,284837,362
789,284315,93
790,284315,237
791,284315,352
792,284830,8
793,284830,46
794,284830,71
795,284830,135
796,284830,164
797,284830,206
798,284835,71
799,284835,164
800,284835,375
801,284834,46
802,284834,213
803,284834,267
804,284833,104
805,284832,8
806,284832,352
807,284831,46
808,284831,267
809,284858,2
810,284858,8
811,284858,21
812,284858,46
813,284858,48
814,284858,256
815,284828,2
816,284828,46
817,284828,93
818,284828,275
819,284828,352
820,284828,362
821,284825,43
822,284824,64
823,284824,157
824,284824,178
825,284824,354
826,284824,375
827,284823,46
828,284823,123
829,284823,268
830,284821,21
831,284821,44
832,284821,46
833,284821,93
834,284821,104
835,284821,135
836,284821,179
837,284821,232
838,284821,251
839,284821,267
840,284819,46
841,284819,272
842,284819,352
843,284818,8
844,284818,9
845,284818,19
846,284818,46
847,284818,204
848,284818,362
849,284816,39
850,284816,46
851,284812,268
852,284812,352
853,284727,8
854,284727,19
855,284727,46
856,284727,248
857,284727,251
858,284033,237
859,284033,349
860,284033,352
861,284811,21
862,284811,94
863,284811,203
864,284804,8
865,284804,21
866,284804,46
867,284804,104
868,284804,164
869,284804,210
870,284804,232
871,284804,261
872,284804,352
873,284669,8
874,284669,12
875,284669,43
876,284669,104
877,284669,362
878,284803,34
879,284803,46
880,284803,93
881,284803,267
882,284801,46
883,284801,352
884,283881,16
885,283881,34
886,283881,250
887,284667,19
888,284667,44
889,284667,268
890,284798,237
891,284798,359
892,284797,46
893,284797,93
894,284797,164
895,284792,2
896,284792,164
897,284694,46
898,284694,71
899,284694,207
900,284791,8
901,284791,21
902,284791,152
903,284791,204
904,284791,362
905,284789,2
906,284789,42
907,284789,76
908,284789,204
909,284789,271
910,284789,469
911,284788,2
912,284788,8
913,284788,42
914,284788,146
915,284788,152
916,284788,160
917,284788,353
918,284786,2
919,284786,8
920,284557,8
921,284557,94
922,284557,203
923,284557,268
924,284784,46
925,284784,267
926,284784,352
927,284684,46
928,284684,354
929,284421,73
930,284421,345
931,284421,355
932,284761,8
933,284761,46
934,284782,43
935,284782,157
936,284782,228
937,284781,249
938,284781,250
939,284568,21
940,284568,74
941,284568,268
942,284568,278
943,284568,352
944,284640,46
945,284640,252
946,284778,21
947,284778,44
948,284778,104
949,284778,267
950,284778,352
951,284773,89
952,284773,93
953,284773,247
954,284773,272
955,284679,93
956,284679,267
957,284679,272
958,283802,34
959,283802,50
960,284558,46
961,284558,104
962,284558,164
963,284558,206
964,284558,352
965,283207,108
966,283207,237
967,283207,268
968,283207,352
969,284769,247
970,284769,267
971,284639,30
972,284639,46
973,284639,93
974,284639,268
975,284767,268
976,284767,278
977,284767,342
978,284766,21
979,284766,46
980,284766,93
981,284766,123
982,284766,237
983,284766,352
984,284701,73
985,284701,268
986,284701,352
987,284677,15
988,284677,16
989,284677,19
990,284677,21
991,284677,34
992,284677,46
993,284677,74
994,284677,88
995,284677,217
996,284677,228
997,284677,237
998,284677,278
999,284677,282
1000,284677,303
1001,284677,342
1002,284677,352
1003,284765,21
1004,284765,303
1005,284765,356
1006,284765,362
1007,284700,237
1008,284710,21
1009,284710,44
1010,284710,46
1011,284710,135
1012,284710,164
1013,284702,44
1014,284702,267
1015,284702,371
1016,284758,278
1017,284758,352
1018,284762,250
1019,284759,268
1020,284759,353
1021,284755,267
1022,284756,11
1023,284756,164
1024,284756,352
1025,284754,8
1026,284754,134
1027,284754,362
1028,284749,174
1029,284749,176
1030,284749,470
1031,284741,164
1032,284741,237
1033,284741,253
1034,284699,21
1035,284699,44
1036,284699,93
1037,284699,243
1038,284699,352
1039,284699,470
1040,284736,21
1041,284736,237
1042,284736,242
1043,284744,46
1044,284744,164
1045,284744,371
1046,284737,34
1047,284737,73
1048,284737,352
1049,284731,21
1050,284731,46
1051,284731,68
1052,284731,252
1053,284731,352
1054,284683,212
1055,284683,267
1056,284706,203
1057,284706,208
1058,284706,352
1059,284738,44
1060,284738,46
1061,284738,93
1062,284733,44
1063,284733,46
1064,284733,164
1065,284733,268
1066,284733,352
1067,284420,119
1068,284420,237
1069,284420,278
1070,284632,21
1071,284632,88
1072,284632,94
1073,284632,352
1074,284564,74
1075,284564,227
1076,284564,278
1077,284416,94
1078,284416,108
1079,284416,237
1080,284292,46
1081,284292,88
1082,284292,108
1083,284292,237
1084,284377,21
1085,284377,44
1086,284377,267
1087,284377,352
1088,284682,164
1089,284682,267
1090,284682,272
1091,284633,46
1092,284633,164
1093,284633,268
1094,284680,43
1095,284680,74
1096,284680,93
1097,284680,204
1098,284680,228
1099,284680,268
1100,284659,46
1101,284659,352
1102,284691,2
1103,284691,8
1104,284691,93
1105,284691,164
1106,284691,268
1107,284168,21
1108,284168,44
1109,284168,46
1110,284168,213
1111,284168,468
1112,284730,93
1113,284730,232
1114,284660,19
1115,284660,46
1116,284660,93
1117,284660,267
1118,284722,104
1119,284722,252
1120,284722,351
1121,284675,68
1122,284675,352
1123,284705,71
1124,284705,128
1125,284705,164
1126,284705,352
1127,284705,375
1128,284692,21
1129,284692,46
1130,284692,94
1131,284692,108
1132,284692,352
1133,284697,2
1134,284697,36
1135,284697,46
1136,284697,93
1137,284697,146
1138,284697,152
1139,284697,164
1140,284697,268
1141,284697,353
1142,284695,41
1143,284695,94
1144,284695,123
1145,284695,164
1146,284695,208
1147,284695,349
1148,284695,352
1149,284695,375
1150,284693,57
1151,284693,89
1152,284693,97
1153,284649,8
1154,284649,43
1155,284689,21
1156,284689,123
1157,284689,352
1158,284687,209
1159,284681,46
1160,284681,48
1161,284681,72
1162,284681,205
1163,284681,352
1164,284681,372
1165,284676,267
1166,284676,272
1167,284676,352
1168,284673,2
1169,284673,267
1170,284263,164
1171,284670,2
1172,284670,8
1173,284670,46
1174,284668,16
1175,284668,34
1176,284668,46
1177,284668,93
1178,284666,248
1179,284665,203
1180,284662,44
1181,284662,46
1182,284662,93
1183,284661,164
1184,284661,173
1185,284661,182
1186,284658,50
1187,284657,46
1188,284657,267
1189,284656,36
1190,284656,152
1191,284656,353
1192,284654,42
1193,284654,353
1194,284653,46
1195,284653,242
1196,284653,278
1197,284652,2
1198,284652,8
1199,284526,21
1200,284526,43
1201,284526,268
1202,284526,342
1203,284526,352
1204,284526,365
1205,284653,46
1206,284653,242
1207,284653,278
1208,284652,2
1209,284652,8
1210,284526,21
1211,284526,43
1212,284526,268
1213,284526,342
1214,284526,352
1215,284526,365
1216,284143,94
1217,284143,119
1218,284143,278
1219,284650,46
1220,284410,89
1221,284410,267
1222,284410,272
1223,283872,93
1224,283872,268
1225,283872,352
1226,284648,268
1227,284648,352
1228,284647,2
1229,284647,8
1230,284647,46
1231,284536,21
1232,284536,104
1233,284536,352
1234,283900,268
1235,283900,352
1236,284646,46
1237,284644,2
1238,284644,8
1239,284643,2
1240,284643,150
1241,284643,152
1242,284642,8
1243,284642,9
1244,284642,100
1245,284642,352
1246,284641,2
1247,284641,253
1248,284390,11
1249,284390,46
1250,284390,230
1251,284533,2
1252,284533,8
1253,284638,352
1254,284637,204
1255,284637,353
1256,284636,93
1257,284556,137
1258,284556,355
1259,284626,8
1260,284626,46
1261,284626,94
1262,284628,44
1263,284628,267
1264,284628,352
1265,284627,164
1266,284625,46
1267,284607,21
1268,284607,84
1269,284607,223
1270,284607,252
1271,284607,352
1272,284606,8
1273,284606,9
1274,284601,46
1275,284601,48
1276,284601,373
1277,284015,90
1278,284015,104
1279,284015,128
1280,284015,164
1281,284015,268
1282,283966,34
1283,283966,46
1284,284608,93
1285,284608,164
1286,284592,46
1287,284592,267
1288,284592,352
1289,284615,46
1290,284615,93
1291,284615,108
1292,284615,164
1293,284615,268
1294,284615,352
1295,284612,469
1296,284532,21
1297,284532,46
1298,284532,72
1299,284532,372
1300,284539,41
1301,284610,469
1302,284541,2
1303,284541,8
1304,284541,152
1305,284541,353
1306,284550,46
1307,284560,2
1308,284560,46
1309,284560,60
1310,284560,469
1311,284559,13
1312,284559,277
1313,284548,46
1314,284548,93
1315,284548,252
1316,284282,93
1317,284569,46
1318,284569,104
1319,284578,100
1320,284578,137
1321,284578,164
1322,284123,94
1323,284123,212
1324,284123,352
1325,284123,374
1326,284469,22
1327,284469,46
1328,284469,352
1329,284469,468
1330,284009,43
1331,284540,44
1332,284540,90
1333,284540,96
1334,284540,271
1335,284598,46
1336,284594,8
1337,284594,21
1338,284594,44
1339,284594,46
1340,284567,46
1341,284567,104
1342,284567,206
1343,284511,43
1344,284511,278
1345,284011,30
1346,284011,76
1347,284011,164
1348,284011,204
1349,284011,269
1350,284597,8
1351,284597,19
1352,284597,21
1353,284597,30
1354,284597,44
1355,284597,46
1356,284597,48
1357,284597,50
1358,284597,88
1359,284597,89
1360,284597,93
1361,284597,94
1362,284597,108
1363,284597,164
1364,284597,170
1365,284597,204
1366,284597,206
1367,284597,212
1368,284597,230
1369,284597,232
1370,284596,19
1371,284596,46
1372,284596,267
1373,284596,303
1374,284596,352
1375,284587,8
1376,284587,19
1377,284587,362
1378,284426,46
1379,284426,164
1380,284426,231
1381,284549,267
1382,284563,104
1383,284409,46
1384,284409,268
1385,284409,275
1386,284409,282
1387,284595,2
1388,284595,46
1389,284595,164
1390,284595,352
1391,284534,8
1392,284534,43
1393,284534,46
1394,284534,362
1395,284582,352
1396,284581,267
1397,284581,352
1398,284566,203
1399,284496,94
1400,284496,203
1401,284562,204
1402,284551,111
1403,284551,237
1404,284531,8
1405,284547,46
1406,284547,93
1407,284547,137
1408,284547,352
1409,284546,8
1410,284546,43
1411,284546,46
1412,284546,362
1413,284505,41
1414,284545,39
1415,284545,46
1416,284544,21
1417,284544,352
1418,284543,21
1419,284542,8
1420,284542,93
1421,284542,469
1422,284389,2
1423,284389,8
1424,284389,43
1425,284389,46
1426,284389,48
1427,284158,21
1428,284158,44
1429,284158,63
1430,284158,104
1431,284538,43
1432,284538,46
1433,284538,71
1434,284538,206
1435,284535,94
1436,284535,203
1437,284327,354
1438,282993,89
1439,282993,267
1440,284530,21
1441,284530,208
1442,284530,247
1443,284530,267
1444,284530,268
1445,284530,352
1446,284528,46
1447,284528,468
1448,284527,164
1449,284527,231
1450,284527,267
1451,284404,267
1452,284525,21
1453,284525,76
1454,284524,164
1455,284524,247
1456,284524,352
1457,284523,2
1458,284523,8
1459,284523,9
1460,284523,44
1461,284523,46
1462,284523,89
1463,284523,93
1464,284523,122
1465,284523,135
1466,284523,267
1467,284523,276
1468,284523,352
1469,284519,76
1470,284519,103
1471,284519,217
1472,284519,352
1473,284521,352
1474,284520,21
1475,284520,259
1476,284518,2
1477,284518,44
1478,284518,164
1479,284517,21
1480,284517,44
1481,284517,46
1482,284517,104
1483,284517,164
1484,284517,231
1485,284517,267
1486,284516,46
1487,284516,267
1488,284508,104
1489,284508,267
1490,284515,57
1491,284515,471
1492,284510,8
1493,284510,103
1494,283995,212
1495,284514,46
1496,284514,204
1497,284514,267
1498,284514,341
1499,284488,46
1500,284488,76
1501,284488,97
1502,284493,8
1503,284493,352
1504,284513,89
1505,284513,104
1506,284513,164
1507,284513,267
1508,284513,352
1509,284513,372
1510,284512,46
1511,284212,2
1512,284212,46
1513,284212,352
1514,284366,108
1515,284366,123
1516,284366,164
1517,284366,268
1518,284366,342
1519,284366,402
1520,284366,470
1521,284392,8
1522,284392,268
1523,284392,352
1524,284506,21
1525,284506,42
1526,284506,46
1527,284450,22
1528,284450,46
1529,284450,123
1530,284489,46
1531,284489,71
1532,284489,252
1533,284501,21
1534,284501,44
1535,284501,46
1536,284501,267
1537,284501,352
1538,284502,21
1539,284502,217
1540,284465,164
1541,284507,164
1542,284500,21
1543,284500,44
1544,284500,46
1545,284500,93
1546,284500,164
1547,284499,46
1548,284499,93
1549,284499,199
1550,284499,230
1551,284499,352
1552,284498,352
1553,284497,268
1554,284495,46
1555,284495,93
1556,283583,88
1557,283583,94
1558,283583,237
1559,283583,352
1560,284494,44
1561,284494,46
1562,284494,214
1563,284494,251
1564,284494,268
1565,284492,94
1566,284492,203
1567,284492,268
1568,284441,57
1569,284441,65
1570,284441,159
1571,284425,21
1572,284425,93
1573,284425,352
1574,284425,354
1575,284490,29
1576,284490,46
1577,284490,164
1578,284490,206
1579,284490,232
1580,284490,276
1581,284490,352
1582,284490,374
1583,284484,93
1584,284228,46
1585,284483,21
1586,284483,46
1587,284483,164
1588,284483,231
1589,284483,267
1590,284483,352
1591,284482,164
1592,284165,354
1593,283808,44
1594,283808,46
1595,283808,55
1596,283808,90
1597,283808,104
1598,283808,231
1599,283808,267
1600,283808,371
1601,283808,372
1602,283808,468
1603,284480,50
1604,284480,85
1605,284479,102
1606,284479,104
1607,284479,280
1608,284479,352
1609,284473,8
1610,284473,43
1611,284473,73
1612,284473,103
1613,284473,160
1614,284473,217
1615,284473,251
1616,284473,372
1617,284472,43
1618,284472,46
1619,283878,8
1620,283878,46
1621,283878,267
1622,284242,46
1623,284242,48
1624,284242,213
1625,284462,2
1626,284462,42
1627,284462,50
1628,284470,2
1629,284470,46
1630,284470,104
1631,283533,2
1632,283533,104
1633,283533,204
1634,284468,352
1635,284461,204
1636,284461,352
1637,284460,164
1638,284459,46
1639,284458,154
1640,284456,2
1641,284455,2
1642,284448,42
1643,284448,372
1644,284448,373
1645,284449,46
1646,284449,93
1647,284449,267
1648,284449,272
1649,284449,352
1650,284445,46
1651,284445,267
1652,284445,352
1653,284398,88
1654,284326,46
1655,284326,278
1656,284043,21
1657,284043,46
1658,284043,93
1659,284433,470
1660,284439,46
1661,284427,8
1662,284427,9
1663,284427,46
1664,284427,57
1665,284427,204
1666,284427,362
1667,283634,104
1668,283634,269
1669,284391,43
1670,284391,46
1671,284391,67
1672,284391,468
1673,284446,8
1674,284446,251
1675,284446,268
1676,284446,352
1677,284401,268
1678,284443,2
1679,284442,352
1680,284440,46
1681,284435,46
1682,284434,2
1683,284431,352
1684,284429,44
1685,284429,46
1686,284429,134
1687,284387,21
1688,284387,57
1689,284387,65
1690,284424,375
1691,284423,44
1692,284423,46
1693,284423,93
1694,284423,267
1695,284423,352
1696,284415,108
1697,284415,207
1698,284415,253
1699,284412,39
1700,284412,85
1701,284412,128
1702,284412,164
1703,284412,267
1704,284411,22
1705,284411,46
1706,284411,267
1707,284411,342
1708,284408,44
1709,284408,46
1710,284408,267
1711,284407,46
1712,284407,164
1713,284407,352
1714,284405,46
1715,284405,231
1716,284403,21
1717,284403,42
1718,284403,94
1719,284403,212
1720,284255,2
1721,284255,8
1722,284255,21
1723,284255,44
1724,284255,63
1725,284255,74
1726,284255,93
1727,284255,101
1728,284255,102
1729,284255,164
1730,284255,228
1731,284255,276
1732,284255,279
1733,284255,352
1734,284400,46
1735,284400,164
1736,284397,267
1737,284397,352
1738,284396,352
1739,284394,43
1740,284394,352
1741,284393,8
1742,284393,9
1743,284393,26
1744,284393,269
1745,284393,362
1746,284388,21
1747,284388,269
1748,283989,8
1749,283989,9
1750,283989,57
1751,284386,39
1752,284386,57
1753,284386,85
1754,284386,204
1755,284385,93
1756,284385,130
1757,284385,267
1758,284384,8
1759,284384,46
1760,284384,251
1761,284383,2
1762,284383,164
1763,284383,362
1764,284382,2
1765,284381,46
1766,284381,164
1767,284380,267
1768,284380,272
1769,284376,46
1770,284358,267
1771,284358,272
1772,284364,46
1773,284364,101
1774,284364,164
1775,284364,249
1776,284364,372
1777,284373,250
1778,284373,258
1779,283922,16
1780,283922,34
1781,283922,39
1782,283922,46
1783,283922,89
1784,283922,93
1785,283922,248
1786,284365,2
1787,284365,145
1788,284365,147
1789,284365,152
1790,284365,160
1791,284365,353
1792,284088,44
1793,284088,46
1794,284088,251
1795,284088,268
1796,284354,352
1797,284356,19
1798,284356,46
1799,284356,89
1800,284356,252
1801,284356,256
1802,284356,303
1803,284356,372
1804,284361,74
1805,284303,2
1806,284303,46
1807,284303,268
1808,284360,2
1809,284360,21
1810,284357,46
1811,284357,267
1812,284357,352
1813,284353,46
1814,284353,164
1815,284352,2
1816,284352,46
1817,284316,46
1818,284316,237
1819,284348,42
1820,284348,44
1821,284348,46
1822,284348,104
1823,284348,105
1824,284348,352
1825,284348,469
1826,284317,41
1827,284317,352
1828,284328,2
1829,284328,8
1830,284328,44
1831,284328,46
1832,284328,104
1833,284328,164
1834,284325,46
1835,284318,2
1836,284318,352
1837,284318,354
1838,284331,46
1839,284331,212
1840,284322,267
1841,284319,164
1842,284332,134
1843,284332,256
1844,284347,2
1845,284347,46
1846,284347,94
1847,284347,203
1848,284347,374
1849,283619,8
1850,283619,19
1851,283619,44
1852,283619,46
1853,283619,93
1854,283619,164
1855,283619,267
1856,284336,19
1857,284336,46
1858,284333,8
1859,284333,19
1860,284333,359
1861,284225,2
1862,284225,46
1863,284225,48
1864,284225,256
1865,284340,21
1866,284340,57
1867,284340,268
1868,284341,8
1869,284341,46
1870,284341,68
