,post_id,topic_id
13004,279033,203
13005,279033,352
13006,279032,42
13007,279032,57
13008,279032,65
13009,279032,268
13010,279031,8
13011,279031,204
13012,279029,93
13013,279029,268
13014,279009,44
13015,279009,104
13016,279009,135
13017,279009,164
13018,278496,60
13019,278496,349
13020,278496,352
13021,279027,46
13022,279027,267
13023,279027,268
13024,279026,2
13025,279026,164
13026,279026,352
13027,279025,2
13028,279025,8
13029,279025,250
13030,279025,352
13031,279014,93
13032,279014,267
13033,279011,43
13034,279011,352
13035,279011,366
13036,278988,104
13037,278988,164
13038,278993,8
13039,278993,46
13040,278993,351
13041,278993,352
13042,278995,34
13043,278995,46
13044,278995,352
13045,279000,164
13046,278996,21
13047,278996,204
13048,278996,209
13049,278996,279
13050,278992,21
13051,278992,104
13052,278992,354
13053,278990,8
13054,278990,43
13055,278990,46
13056,278990,352
13057,279003,108
13058,279003,278
13059,278999,44
13060,278999,63
13061,278999,104
13062,278999,108
13063,278999,164
13064,278994,21
13065,278994,46
13066,278994,204
13067,278994,247
13068,278994,267
13069,278994,276
13070,278994,343
13071,278994,352
13072,278994,371
13073,278926,46
13074,278964,170
13075,278964,352
13076,278772,21
13077,278772,44
13078,278772,251
13079,278772,268
13080,278756,30
13081,278756,104
13082,278756,353
13083,278987,212
13084,278939,21
13085,278939,30
13086,278939,68
13087,278939,84
13088,278939,93
13089,278939,223
13090,278939,279
13091,278684,46
13092,278684,93
13093,278684,352
13094,278949,272
13095,278989,90
13096,278982,39
13097,278982,128
13098,278982,242
13099,278981,8
13100,278981,44
13101,278981,134
13102,278985,352
13103,278946,46
13104,278946,237
13105,278946,352
13106,278956,44
13107,278956,352
13108,278963,46
13109,278963,48
13110,278963,354
13111,278660,21
13112,278660,68
13113,278660,138
13114,278660,250
13115,278660,279
13116,278918,46
13117,278918,164
13118,278918,231
13119,278980,352
13120,278979,352
13121,278978,352
13122,278976,39
13123,278976,44
13124,278976,85
13125,278976,93
13126,278976,135
13127,278976,232
13128,278975,21
13129,278974,2
13130,278974,164
13131,278974,267
13132,278974,352
13133,278973,250
13134,278970,352
13135,278968,46
13136,278968,50
13137,278967,8
13138,278967,19
13139,278967,21
13140,278967,44
13141,278967,46
13142,278967,73
13143,278967,93
13144,278967,108
13145,278967,164
13146,278967,232
13147,278967,247
13148,278967,261
13149,278967,267
13150,278967,268
13151,278967,342
13152,278967,352
13153,278966,164
13154,278966,251
13155,278965,261
13156,278961,164
13157,278960,164
13158,278959,164
13159,278959,268
13160,278958,8
13161,278958,19
13162,278958,46
13163,278958,48
13164,278958,72
13165,278955,2
13166,278955,46
13167,278955,111
13168,278955,112
13169,278955,113
13170,278955,116
13171,278954,2
13172,278954,8
13173,278954,43
13174,278954,275
13175,278954,277
13176,278951,46
13177,278950,34
13178,278950,46
13179,278948,2
13180,278948,146
13181,278948,150
13182,278948,152
13183,278948,353
13184,278947,237
13185,278945,46
13186,278945,206
13187,278945,267
13188,278945,352
13189,278945,366
13190,278944,44
13191,278944,134
13192,278943,46
13193,278943,108
13194,278943,268
13195,278943,352
13196,278942,268
13197,278940,8
13198,278940,364
13199,278937,2
13200,278937,46
13201,278937,237
13202,278936,34
13203,278936,46
13204,278936,352
13205,278935,21
13206,278935,164
13207,278934,8
13208,278934,46
13209,278934,104
13210,278934,352
13211,278934,362
13212,278934,469
13213,278932,152
13214,278931,93
13215,278931,279
13216,278929,2
13217,278929,46
13218,278929,209
13219,278495,46
13220,278495,63
13221,278495,228
13222,278495,251
13223,278495,268
13224,278495,352
13225,278928,2
13226,278928,46
13227,278928,352
13228,278890,204
13229,278890,353
13230,278925,145
13231,278925,147
13232,278924,352
13233,278923,48
13234,278922,269
13235,278922,280
13236,278922,352
13237,278921,42
13238,278921,157
13239,278921,160
13240,278921,361
13241,278920,34
13242,278920,267
13243,278920,352
13244,278917,23
13245,278917,71
13246,278917,353
13247,278916,164
13248,278916,268
13249,278916,352
13250,278914,43
13251,278913,46
13252,278913,60
13253,278913,93
13254,278913,342
13255,278913,352
13256,278911,8
13257,278911,251
13258,278911,268
13259,278911,352
13260,278910,150
13261,278910,152
13262,278909,2
13263,278909,8
13264,278909,147
13265,278909,353
13266,278909,362
13267,278906,267
13268,278905,21
13269,278905,50
13270,278904,46
13271,278904,71
13272,278904,237
13273,278904,352
13274,278903,8
13275,278903,43
13276,278903,46
13277,278902,21
13278,278902,46
13279,278902,72
13280,278902,237
13281,278900,46
13282,278900,268
13283,278878,71
13284,278878,164
13285,278878,206
13286,278878,237
13287,278892,2
13288,278892,8
13289,278892,43
13290,278892,78
13291,278892,204
13292,278634,21
13293,278634,46
13294,278634,164
13295,278634,206
13296,278634,268
13297,278899,164
13298,278898,267
13299,278897,352
13300,278806,268
13301,278806,272
13302,278806,352
13303,278894,46
13304,278894,164
13305,278894,268
13306,278837,21
13307,278837,44
13308,278837,76
13309,278837,353
13310,278893,164
13311,278893,361
13312,278874,250
13313,278351,46
13314,278351,93
13315,278351,237
13316,278351,352
13317,278662,21
13318,278662,48
13319,278877,85
13320,278877,179
13321,278875,63
13322,278875,104
13323,278875,164
13324,278875,206
13325,278865,93
13326,278865,206
13327,278782,42
13328,278782,57
13329,278782,66
13330,278637,44
13331,278637,68
13332,278637,371
13333,278637,372
13334,278637,373
13335,278821,203
13336,278821,208
13337,278821,352
13338,278761,104
13339,278761,164
13340,278761,352
13341,278887,164
13342,278887,278
13343,278842,73
13344,278842,137
13345,278842,249
13346,278842,250
13347,278842,468
13348,278780,142
13349,278780,237
13350,278780,250
13351,278780,352
13352,278886,8
13353,278886,43
13354,278886,352
13355,278879,44
13356,278879,46
13357,278879,213
13358,278879,352
13359,278881,8
13360,278881,108
13361,278881,237
13362,278876,16
13363,278876,34
13364,278876,267
13365,278882,146
13366,278882,227
13367,278863,68
13368,278863,90
13369,278863,267
13370,278863,343
13371,278863,352
13372,278863,374
13373,278863,468
13374,278755,131
13375,278755,203
13376,278755,206
13377,278755,267
13378,278482,1
13379,278482,46
13380,278482,107
13381,278482,352
13382,278829,46
13383,278829,93
13384,278829,352
13385,278701,164
13386,278839,108
13387,278839,237
13388,278839,268
13389,278839,278
13390,278817,8
13391,278817,45
13392,278817,60
13393,278817,100
13394,278817,164
13395,278817,232
13396,278817,352
13397,278668,104
13398,278668,108
13399,278668,352
13400,278702,8
13401,278702,46
13402,278702,93
13403,278869,21
13404,278869,46
13405,278869,48
13406,278869,96
13407,278869,164
13408,278869,206
13409,278869,237
13410,278869,352
13411,278873,352
13412,278870,164
13413,278868,46
13414,278868,267
13415,278867,46
13416,278864,39
13417,278864,46
13418,278864,50
13419,278864,85
13420,278862,164
13421,278854,90
13422,278853,228
13423,278852,352
13424,278851,352
13425,278850,92
13426,278850,164
13427,278849,46
13428,278849,267
13429,278846,8
13430,278846,93
13431,278846,268
13432,278846,352
13433,278845,164
13434,278844,164
13435,278843,46
13436,278841,352
13437,278840,164
13438,278836,267
13439,278834,267
13440,278833,46
13441,278832,352
13442,278832,374
13443,278831,43
13444,278828,43
13445,278828,354
13446,278827,46
13447,278827,48
13448,278827,93
13449,278827,164
13450,278827,256
13451,278827,267
13452,278824,46
13453,278823,267
13454,278822,21
13455,278822,46
13456,278822,267
13457,278819,43
13458,278819,278
13459,278819,352
13460,278818,267
13461,278818,352
13462,278248,230
13463,278248,232
13464,278248,248
13465,278248,268
13466,278816,352
13467,278815,253
13468,278814,41
13469,278814,237
13470,278813,2
13471,278813,93
13472,278812,94
13473,278812,203
13474,278812,212
13475,278810,2
13476,278810,8
13477,278810,46
13478,278810,68
13479,278810,252
13480,278809,21
13481,278809,353
13482,278621,68
13483,278808,2
13484,278808,268
13485,278807,267
13486,278807,352
13487,278771,44
13488,278771,93
13489,278771,204
13490,278771,267
13491,278771,276
13492,278771,352
13493,278771,470
13494,278758,94
13495,278758,279
13496,278805,43
13497,278805,203
13498,278805,352
13499,278802,36
13500,278802,97
13501,278798,84
13502,278798,352
13503,278796,46
13504,278796,73
13505,278785,103
13506,278785,104
13507,278795,352
13508,278794,43
13509,278791,57
13510,278791,352
13511,278789,93
13512,278789,277
13513,278707,46
13514,278707,204
13515,278707,232
13516,278788,2
13517,278788,8
13518,278788,104
13519,278788,352
13520,278786,93
13521,278786,267
13522,278786,272
13523,278784,46
13524,278784,164
13525,278784,267
13526,278784,352
13527,278700,469
13528,278779,46
13529,278779,164
13530,278779,352
13531,278778,204
13532,278776,272
13533,278775,44
13534,278774,22
13535,278774,353
13536,278773,2
13537,278773,44
13538,278773,93
13539,278773,179
13540,278770,164
13541,278759,94
13542,278759,119
13543,278722,2
13544,278722,8
13545,278722,46
13546,278722,82
13547,278722,157
13548,278722,204
13549,278767,43
13550,278767,46
13551,278767,138
13552,278767,352
13553,278764,2
13554,278764,267
13555,278764,272
13556,278763,164
13557,278195,46
13558,278195,267
13559,278754,2
13560,278754,46
13561,278719,46
13562,278719,267
13563,278719,352
13564,278623,250
13565,278243,2
13566,278243,8
13567,278243,57
13568,278243,471
13569,278685,1
13570,278685,46
13571,278685,268
13572,278685,352
13573,278720,2
13574,278720,8
13575,278720,22
13576,278720,45
13577,278720,60
13578,278720,352
13579,278691,21
13580,278691,108
13581,278691,164
13582,278691,230
13583,278263,34
13584,278263,249
13585,278263,250
13586,278263,355
13587,278752,46
13588,278752,94
13589,278674,164
13590,278674,207
13591,278749,44
13592,278749,164
13593,278749,267
13594,278748,44
13595,278748,93
13596,278748,164
13597,278618,104
13598,278618,248
13599,278618,268
13600,278618,469
13601,278723,39
13602,278723,85
13603,278723,352
13604,278721,8
13605,278721,42
13606,278721,104
13607,278721,268
13608,278710,34
13609,278710,46
13610,278710,90
13611,278750,84
13612,278683,21
13613,278683,44
13614,278683,104
13615,278698,2
13616,278698,8
13617,278698,12
13618,278698,19
13619,278698,303
13620,278680,46
13621,278680,48
13622,278680,93
13623,278705,30
13624,278705,162
13625,278705,353
13626,278688,21
13627,278688,46
13628,278688,94
13629,278688,204
13630,278688,237
13631,278688,259
13632,278688,352
13633,278693,44
13634,278693,64
13635,278693,132
13636,278693,179
13637,278703,2
13638,278703,8
13639,278703,43
13640,278703,268
13641,278703,342
13642,278714,237
13643,278714,267
13644,278747,50
13645,278745,278
13646,278744,46
13647,278744,164
13648,278744,352
13649,278743,204
13650,278742,267
13651,278740,43
13652,278739,268
13653,278738,46
13654,278738,164
13655,278737,164
13656,278736,164
13657,278735,352
13658,278734,44
13659,278734,46
13660,278734,268
13661,278733,352
13662,278732,13
13663,278732,18
13664,278732,19
13665,278732,21
13666,278732,46
13667,278732,60
13668,278732,237
13669,278732,267
13670,278732,352
13671,278731,352
13672,278730,2
13673,278730,352
13674,278728,93
13675,278728,164
13676,278727,2
13677,278727,352
13678,278725,2
13679,278725,352
13680,278718,21
13681,278718,46
13682,278718,267
13683,278715,46
13684,278715,48
13685,278715,72
13686,278715,206
13687,278715,268
13688,278715,275
13689,278713,46
13690,278713,267
13691,278708,8
13692,278708,104
13693,278708,251
13694,278708,469
13695,278706,46
13696,278706,268
13697,278706,352
13698,278704,8
13699,278704,94
13700,278704,157
13701,278704,203
13702,278699,8
13703,278699,44
13704,278699,46
13705,278699,73
13706,278699,164
13707,278699,352
13708,278697,46
13709,278697,84
13710,278697,164
13711,278695,85
13712,278695,164
13713,278695,237
13714,278694,46
13715,278692,2
13716,278692,94
13717,278690,2
13718,278690,152
13719,278690,353
13720,278487,22
13721,278487,60
13722,278487,204
13723,278487,375
13724,278689,90
13725,278689,104
13726,278689,213
13727,278689,267
13728,278689,371
13729,278682,44
13730,278682,63
13731,278673,44
13732,278673,76
13733,278673,93
13734,278679,352
13735,278677,78
13736,278676,164
13737,278676,352
13738,278647,46
13739,278647,63
13740,278647,101
13741,278647,104
13742,278647,164
13743,278647,279
13744,278647,352
13745,278586,46
13746,278586,164
13747,278586,267
13748,278652,146
13749,278666,8
13750,278666,362
13751,278669,134
13752,278212,21
13753,278212,345
13754,278670,42
13755,278670,57
13756,278670,223
13757,278247,8
13758,278247,103
13759,278661,44
13760,278661,251
13761,278356,85
13762,278356,128
13763,278356,164
13764,278253,230
13765,278392,8
13766,278392,43
13767,278392,82
13768,278392,268
13769,278392,352
13770,278568,21
13771,278568,267
13772,278512,44
13773,278512,204
13774,278512,267
13775,278402,2
13776,278402,8
13777,278402,204
13778,278402,354
13779,278276,8
13780,278276,204
13781,278276,209
13782,278573,470
13783,278672,21
13784,278671,46
13785,278671,93
13786,278671,267
13787,278671,352
13788,278587,108
13789,278587,130
13790,278587,164
13791,278664,16
13792,278664,34
13793,278664,46
13794,278664,94
13795,278663,259
13796,278381,21
13797,278381,267
13798,278381,269
13799,278659,2
13800,278657,68
13801,278657,266
13802,278656,46
13803,278655,46
13804,278655,267
13805,278655,470
13806,278654,8
13807,278654,93
13808,278654,146
13809,278654,150
13810,278654,152
13811,278654,353
13812,278650,146
13813,278648,2
13814,278648,8
13815,278648,46
13816,278648,352
13817,278524,46
13818,278646,8
13819,278646,93
13820,278646,352
13821,278645,2
13822,278645,150
13823,278645,353
13824,278630,21
13825,278630,203
13826,278630,230
13827,278630,237
13828,278374,164
13829,278374,237
13830,278066,2
13831,278066,8
13832,278066,30
13833,278066,164
13834,278066,353
13835,278640,46
13836,278640,71
13837,278635,44
13838,278635,46
13839,278635,164
13840,278597,21
13841,278597,44
13842,278597,267
13843,278597,269
13844,278597,435
13845,278633,8
13846,278633,9
13847,278633,44
13848,278633,46
13849,278633,87
13850,278633,362
13851,278234,8
13852,278234,60
13853,278234,103
13854,278234,104
13855,278613,46
13856,278613,352
13857,278093,44
13858,278377,16
13859,278377,34
13860,278377,46
13861,278377,68
13862,278377,204
13863,278377,247
13864,278377,267
13865,278377,279
13866,278377,352
13867,278523,46
13868,278523,252
13869,278523,256
13870,278523,468
13871,278583,8
13872,278583,46
13873,278583,50
13874,278583,352
13875,278507,94
13876,278632,57
13877,278632,68
13878,278632,279
13879,278631,267
13880,278629,43
13881,278629,352
13882,278628,164
13883,278627,104
13884,278626,8
13885,278626,9
13886,278626,19
13887,278626,134
13888,278625,21
13889,278625,267
13890,278625,352
13891,278624,352
13892,278620,93
13893,278617,46
13894,278617,207
13895,278616,164
13896,278616,231
13897,278615,230
13898,277896,93
13899,277896,352
13900,278614,230
13901,278379,2
13902,278379,8
13903,278379,93
13904,278379,352
13905,278611,21
13906,278611,60
13907,278611,70
13908,278611,164
13909,278611,251
13910,278611,352
13911,278606,156
13912,278606,278
13913,278606,353
13914,278605,204
13915,278603,46
13916,278603,48
13917,278603,237
13918,278596,8
13919,278596,30
13920,278596,68
13921,278596,93
13922,278596,269
13923,278602,21
13924,278602,164
13925,278602,352
13926,278601,2
13927,278601,46
13928,278601,93
13929,278601,164
13930,278601,352
13931,278600,2
13932,278600,8
13933,278600,46
13934,278600,352
13935,278599,2
13936,278599,359
13937,278598,209
13938,278595,256
13939,278589,164
13940,278095,94
13941,278095,230
13942,278095,278
13943,278585,206
13944,278585,268
13945,278584,2
13946,278584,84
13947,278584,250
13948,278582,43
13949,278506,204
13950,278506,252
13951,278506,352
13952,278580,352
13953,278579,46
13954,278579,85
13955,278579,164
13956,278579,232
13957,278578,352
13958,278577,8
13959,278577,46
13960,278577,73
13961,278577,352
13962,278577,374
13963,278563,46
13964,278563,205
13965,278540,93
13966,278540,267
13967,278540,352
13968,278502,267
13969,278576,46
13970,278576,93
13971,278576,267
13972,278575,232
13973,278575,268
13974,278575,352
13975,278574,164
13976,278509,88
13977,278509,237
13978,278509,267
13979,278509,352
13980,278570,352
13981,278569,8
13982,278569,278
13983,278567,39
13984,278567,85
13985,278567,128
13986,278567,164
13987,278567,237
13988,278567,268
13989,278567,278
13990,278565,93
13991,278367,8
13992,278367,104
13993,278367,251
13994,278367,352
13995,278562,73
13996,278561,2
13997,278561,64
13998,278561,146
13999,278561,353
14000,278251,230
14001,278251,269
14002,278251,353
14003,278557,230
14004,278557,353
14005,278555,146
14006,278555,352
14007,278555,353
14008,278550,44
14009,278550,267
14010,278547,247
14011,278547,267
14012,278547,352
14013,278549,2
14014,278549,46
14015,278548,268
14016,278546,8
14017,278546,44
14018,278546,46
14019,278546,267
14020,278541,21
14021,278541,42
14022,278541,353
14023,278541,372
14024,278393,130
14025,278393,206
14026,278393,268
14027,278437,46
14028,278437,68
14029,278437,252
14030,278437,352
14031,270251,2
14032,270251,46
14033,270251,93
14034,270251,352
14035,278545,164
14036,278545,267
14037,278545,372
14038,278530,203
14039,278530,206
14040,278530,208
14041,278530,230
14042,278530,375
14043,278514,43
14044,278514,93
14045,278514,228
14046,278514,352
14047,278503,204
14048,278503,372
14049,278503,470
14050,278531,22
14051,278531,46
14052,278531,256
14053,278531,282
14054,278371,46
14055,278371,256
14056,278364,2
14057,278364,44
14058,278364,251
14059,278364,268
14060,278493,21
14061,278493,352
14062,276047,46
14063,278389,21
14064,278389,231
14065,278389,267
14066,278389,352
14067,278202,2
14068,278202,8
14069,278544,164
14070,278544,352
14071,278543,268
14072,278542,128
14073,278542,164
14074,278539,2
14075,278539,44
14076,278539,46
14077,278539,73
14078,278539,93
14079,278539,251
14080,278539,267
14081,278539,268
14082,278539,352
14083,278534,8
14084,278534,46
14085,278534,204
14086,278534,352
14087,278533,73
14088,278533,232
14089,278533,352
14090,278532,272
14091,278532,352
14092,278529,164
14093,278528,268
14094,278527,164
14095,278526,84
14096,278526,93
14097,278525,64
14098,278525,93
14099,278525,276
14100,278522,164
14101,278521,93
14102,278520,39
14103,278520,89
14104,278520,267
14105,278520,352
14106,278519,43
14107,278518,104
14108,278517,2
14109,278517,8
14110,278517,46
14111,278517,268
14112,278517,352
14113,278472,8
14114,278472,94
14115,278472,249
14116,278472,352
14117,278517,2
14118,278517,8
14119,278517,46
14120,278517,268
14121,278517,352
14122,278472,8
14123,278472,94
14124,278472,249
14125,278472,352
14126,278516,237
14127,278513,71
14128,278513,164
14129,278511,278
14130,278511,352
14131,278511,470
14132,278505,8
14133,278505,46
14134,278505,57
14135,278505,68
14136,278505,232
14137,278501,8
14138,278501,57
14139,278501,104
14140,278501,471
14141,278500,21
14142,278500,68
14143,278500,164
14144,278500,212
14145,278500,251
14146,278498,89
14147,278498,267
14148,278498,352
14149,278498,375
14150,278497,21
14151,278497,353
14152,278492,108
14153,278492,248
14154,278492,267
14155,278492,352
14156,278491,164
14157,278490,43
14158,278489,46
14159,278489,164
14160,278489,268
14161,277192,2
14162,277192,8
14163,277192,46
14164,277192,82
14165,277192,157
14166,277192,204
14167,277192,256
14168,278387,34
14169,278387,46
14170,278387,252
14171,278387,361
14172,278488,93
14173,278488,267
14174,278486,22
14175,278486,268
14176,278485,73
14177,278485,211
14178,278485,230
14179,278485,232
14180,278485,268
14181,278485,349
14182,278485,352
14183,278484,21
14184,278484,349
14185,278477,46
14186,278477,237
14187,278477,352
14188,278476,267
14189,278476,471
14190,278474,267
14191,278471,119
14192,278471,352
14193,278464,8
14194,278464,43
14195,278463,46
14196,278357,44
14197,278357,93
14198,278357,267
14199,278104,19
14200,278104,57
14201,278104,204
14202,278104,362
14203,278462,104
14204,278462,352
14205,278461,46
14206,278461,212
14207,278461,248
14208,278461,352
14209,278461,470
14210,278460,352
14211,278459,46
14212,278459,352
14213,278249,44
14214,278249,108
14215,278458,164
14216,278458,267
14217,278458,268
14218,278456,248
14219,278455,48
14220,278454,46
14221,278454,267
14222,278454,268
14223,278454,352
14224,278453,2
14225,278453,43
14226,278453,46
14227,278453,138
14228,278451,21
14229,278451,468
14230,278450,232
14231,278443,21
14232,278443,46
14233,278443,352
14234,278432,212
14235,278432,267
14236,278432,352
14237,278449,44
14238,278449,76
14239,278435,468
14240,278434,85
14241,278434,123
14242,278434,128
14243,278446,164
14244,278446,352
14245,278445,46
14246,278307,8
14247,278307,93
14248,278307,134
14249,278442,46
14250,278442,48
14251,278427,46
14252,278427,361
14253,278440,46
14254,278439,46
14255,278439,272
14256,278439,352
14257,278314,46
14258,278314,204
14259,278218,203
14260,278218,208
14261,278218,352
14262,278438,34
14263,278438,93
14264,278438,361
14265,278436,164
14266,278303,71
14267,278303,164
14268,278303,237
14269,278303,268
14270,278303,278
14271,278433,108
14272,278433,267
14273,278376,44
14274,278376,93
14275,278376,267
14276,278370,94
14277,278370,352
14278,278431,39
14279,278431,46
14280,278430,204
14281,278428,34
14282,278428,46
14283,278426,46
14284,278425,251
14285,278425,268
14286,278347,164
14287,277928,46
14288,277928,108
14289,277928,267
14290,278346,44
14291,278346,104
14292,278346,122
14293,278346,251
14294,278346,352
14295,278375,34
14296,278375,46
14297,278375,268
14298,278363,46
14299,278363,93
14300,278363,274
14301,278363,468
14302,278424,2
14303,278424,8
14304,278424,46
14305,278424,48
14306,278424,268
14307,278424,352
14308,278318,21
14309,278318,46
14310,278318,48
14311,278422,46
14312,278422,72
14313,278422,164
14314,278421,21
14315,278421,237
14316,278423,8
14317,278423,204
14318,278250,44
14319,278300,29
14320,278300,276
14321,278300,342
14322,278200,89
14323,278200,164
14324,278200,207
14325,278383,249
14326,278383,250
14327,278383,352
14328,278365,8
14329,278365,251
14330,278365,268
14331,278365,352
14332,278373,21
14333,278373,46
14334,278373,96
14335,278373,252
14336,278373,268
14337,278373,352
14338,278323,44
14339,278323,164
14340,278323,207
14341,278323,352
14342,278358,44
14343,278358,93
14344,278358,268
14345,278419,352
14346,278418,92
14347,278417,84
14348,278416,174
14349,278416,176
14350,278416,206
14351,278415,164
14352,278413,43
14353,278412,267
14354,278411,2
14355,278411,8
14356,278411,46
14357,278411,63
14358,278411,68
14359,278411,93
14360,278411,104
14361,278411,362
14362,278410,46
14363,278410,203
14364,278410,208
14365,278408,46
14366,278407,2
14367,278407,8
14368,278407,93
14369,278407,232
14370,278406,267
14371,278404,93
14372,278403,164
14373,278401,21
14374,278401,354
14375,278398,46
14376,278396,93
14377,278394,268
14378,278391,46
14379,278391,178
14380,278391,352
14381,278390,21
14382,278390,44
14383,278390,46
14384,278390,93
14385,278390,135
14386,278390,164
14387,278390,179
14388,278390,247
14389,278390,267
14390,278390,352
14391,278390,372
14392,278388,71
14393,278388,164
14394,278386,43
14395,278384,44
14396,278382,352
14397,278380,108
14398,278380,267
14399,278380,272
14400,278378,21
14401,278378,164
14402,278378,267
14403,278378,352
14404,278372,8
14405,278372,352
14406,278368,50
14407,278368,365
14408,278366,46
14409,278366,468
14410,278360,2
14411,278360,46
14412,278360,352
14413,277782,352
14414,278359,34
14415,278359,65
14416,278359,68
14417,278359,266
14418,278355,21
14419,278355,164
14420,278355,356
14421,278353,93
14422,278353,94
14423,278353,212
14424,278353,352
14425,278352,41
14426,278352,204
14427,278350,21
14428,278350,164
14429,278350,278
14430,278350,352
14431,278349,46
14432,278349,267
14433,278345,46
14434,278345,352
14435,278344,352
14436,278343,21
14437,278343,46
14438,278343,48
14439,278343,93
14440,278343,108
14441,278343,123
14442,278343,164
14443,278343,256
14444,278343,268
14445,278341,152
14446,278341,353
14447,278339,352
14448,278340,111
14449,278340,352
14450,278312,268
14451,278197,73
14452,278197,125
14453,278197,230
14454,278197,232
14455,278197,352
14456,278335,2
14457,278335,8
14458,278335,46
14459,278335,48
14460,278335,205
14461,278335,237
14462,278308,46
14463,278308,93
14464,278334,8
14465,278334,44
14466,278334,46
14467,278334,76
14468,278334,164
14469,278334,267
14470,278241,212
14471,278241,352
14472,278333,46
14473,278333,267
14474,278333,352
14475,278332,43
14476,278330,204
14477,278328,352
14478,278327,46
14479,278327,123
14480,278327,352
14481,278266,2
14482,278266,46
14483,278326,46
14484,278326,108
14485,278325,43
14486,278322,41
14487,278321,352
14488,278320,2
14489,278320,8
14490,278320,204
14491,278320,251
14492,278320,352
14493,278319,44
14494,278319,71
14495,278319,237
14496,278319,267
14497,278316,46
14498,278316,205
14499,278316,267
14500,278316,372
14501,278205,44
14502,278205,93
14503,278315,22
14504,278315,176
14505,278315,468
14506,278311,353
14507,278258,94
14508,278258,203
14509,278258,268
14510,278240,43
14511,278240,111
14512,278310,279
14513,278309,59
14514,278309,242
14515,278309,278
14516,278175,46
14517,278301,44
14518,278301,46
14519,278304,8
14520,278304,44
14521,278304,134
14522,278304,164
14523,278188,8
14524,278188,9
14525,278188,46
14526,278188,93
14527,278291,8
14528,278291,9
14529,278291,46
14530,278291,108
14531,278293,43
14532,278293,435
14533,278295,94
14534,278295,212
14535,278295,470
14536,278302,268
14537,278299,21
14538,278299,268
14539,278299,353
14540,277917,352
14541,278298,41
14542,278298,352
14543,278296,2
14544,278296,46
14545,278296,352
14546,278286,46
14547,278286,60
14548,278286,252
14549,278286,352
14550,278289,237
14551,278288,46
14552,278288,93
14553,278288,204
14554,278287,88
14555,278287,353
14556,278267,252
14557,278267,353
14558,278267,468
14559,278239,46
14560,278239,93
14561,278239,164
14562,278112,164
14563,278112,231
14564,278198,21
14565,278198,44
14566,278198,247
14567,278198,267
14568,278198,352
14569,277750,46
14570,277750,267
14571,277706,21
14572,277706,104
14573,277706,164
14574,278224,46
14575,278224,88
14576,278224,267
14577,278224,371
14578,278142,46
14579,278160,2
14580,278160,8
14581,278160,278
14582,278160,349
14583,278160,352
14584,278160,469
14585,278217,46
14586,278217,64
14587,278217,164
14588,278217,247
14589,278217,352
14590,278217,354
14591,278210,108
14592,278284,93
14593,278283,74
14594,278283,278
14595,278282,46
14596,278282,170
14597,278282,352
14598,278281,21
14599,278281,46
14600,278281,71
14601,278281,123
14602,278281,237
14603,278281,352
14604,278280,46
14605,278280,468
14606,278262,204
14607,278262,267
14608,278262,352
14609,278245,19
14610,278245,46
14611,278245,267
14612,278245,303
14613,278244,34
14614,278244,46
14615,278244,361
14616,278003,44
14617,278003,84
14618,278003,93
14619,278003,252
14620,278003,352
14621,278231,34
14622,278231,46
14623,278231,268
14624,278118,46
14625,278118,94
14626,278118,237
14627,278118,352
14628,278118,374
14629,278279,95
14630,278279,164
14631,278279,206
14632,278166,2
14633,278166,8
14634,278166,100
14635,278166,253
14636,278231,34
14637,278231,46
14638,278231,268
14639,278118,46
14640,278118,94
14641,278118,237
14642,278118,352
14643,278118,374
14644,278279,95
14645,278279,164
14646,278279,206
14647,278166,2
14648,278166,8
14649,278166,100
14650,278166,253
14651,278272,46
14652,278170,94
14653,278170,108
14654,278170,237
14655,278220,8
14656,278220,94
14657,278220,203
14658,278220,374
14659,278216,18
14660,278216,44
14661,278216,76
14662,278278,46
14663,278277,164
14664,278274,276
14665,278274,352
14666,278273,2
14667,278273,8
14668,278273,21
14669,278273,46
14670,278273,48
14671,278273,93
14672,278273,164
14673,278273,268
14674,278273,276
14675,278273,352
14676,278269,2
14677,278269,8
14678,278269,18
14679,278269,46
14680,278268,46
14681,278265,46
14682,278264,164
14683,278261,230
14684,278259,230
14685,278257,2
14686,278257,46
14687,278254,164
14688,278254,230
14689,278252,164
14690,278222,21
14691,278222,46
14692,278222,71
14693,278222,123
14694,278222,164
14695,278222,237
14696,278246,2
14697,278246,8
14698,278246,43
14699,278246,352
14700,278242,64
14701,278242,89
14702,278242,212
14703,278242,230
14704,278242,247
14705,278242,267
14706,278242,272
14707,278242,372
14708,278242,375
14709,278238,46
14710,278238,48
14711,278238,237
14712,278238,267
14713,278238,352
14714,278237,21
14715,278237,104
14716,278237,352
14717,278237,353
14718,278236,204
14719,278236,247
14720,278235,176
14721,278233,345
14722,278232,92
14723,278232,254
14724,278230,228
14725,278223,46
14726,278223,352
14727,278219,8
14728,278219,267
14729,278215,68
14730,278215,71
14731,278215,123
14732,278215,164
14733,278215,278
14734,278214,21
14735,278214,46
14736,278214,93
14737,278214,278
14738,278213,267
14739,278213,352
14740,278211,267
14741,278211,352
14742,278209,204
14743,278207,267
14744,278204,230
14745,278204,251
14746,278204,352
14747,277864,21
14748,277864,103
14749,277864,242
14750,277864,278
14751,278203,94
